Total Items,Buckets,Removed,Escalated,Time Elapsed,Time to Send,Time to Receive
5000000,95,0,0,1.154298407,0.866601459,0.287691818
5000000,100,0,0,1.079508491,0.790885374,0.288619517
6000000,5,0,0,1.210280516,0.854958025,0.355317401
6000000,10,0,0,1.272526105,0.920682999,0.351838606
6000000,15,0,0,1.265821624,0.916308375,0.349509449
6000000,20,0,0,1.294652938,0.945362199,0.349286149
6000000,25,0,0,1.167680554,0.807184401,0.360491693
6000000,30,0,0,1.227174264,0.87394661,0.353223874
6000000,35,0,0,1.2908412089999999,0.940868434,0.349967765
6000000,40,0,0,1.446913624,1.100418974,0.34649085
6000000,45,0,0,1.453957889,1.097814377,0.356139832
6000000,50,0,0,1.2458647059999999,0.896248552,0.349611204
6000000,55,0,0,1.309505108,0.955547313,0.353952915
6000000,60,0,0,1.3365717990000001,0.977353944,0.359213235
6000000,65,0,0,1.436328977,1.088716101,0.347608316
6000000,70,0,0,1.462626226,1.115455845,0.347165121
6000000,75,0,0,1.466957207,1.119366598,0.347586259
6000000,80,0,0,1.509914823,1.160376176,0.349533757
6000000,85,0,0,1.486219705,1.135168825,0.35104702
6000000,90,0,0,1.479264715,1.13368384,0.345576005
6000000,95,0,0,1.276724483,0.929857782,0.346862241
6000000,100,0,0,1.288999437,0.943258681,0.345736636
7000000,5,0,0,1.431058345,0.99839169,0.432662175
7000000,10,0,0,1.555162347,1.155255216,0.399903101
7000000,15,0,0,1.546103267,1.145010318,0.401088659
7000000,20,0,0,1.592660435,1.191554489,0.401101736
7000000,25,0,0,1.625113744,1.222570588,0.402537206
7000000,30,0,0,1.547678303,1.145361791,0.402312202
7000000,35,0,0,1.5378119319999999,1.13492997,0.402877452
7000000,40,0,0,1.6163273089999999,1.211114904,0.405206935
7000000,45,0,0,1.666438831,1.262596541,0.403838071
7000000,50,0,0,1.918665962,1.514305609,0.404356514
7000000,55,0,0,1.561535946,1.157067536,0.40446436
7000000,60,0,0,1.5931406689999998,1.186708343,0.406427666
7000000,65,0,0,1.605670589,1.202541044,0.403125975
7000000,70,0,0,1.6405244479999999,1.234761537,0.405759611
7000000,75,0,0,1.659654038,1.255454668,0.40419501
7000000,80,0,0,1.692914383,1.2890185650000001,0.403891548
7000000,85,0,0,1.66206575,1.257899341,0.404162949
7000000,90,0,0,1.673276099,1.2575200020000001,0.415752217
7000000,95,0,0,1.6932848169999999,1.289705914,0.403574573
7000000,100,0,0,1.8162885,1.382712355,0.433572285
8000000,5,0,0,1.743629505,1.284642788,0.458982557
8000000,10,0,0,1.7787060110000001,1.3212297880000001,0.457472103
8000000,15,0,0,1.9346855010000001,1.476186899,0.458494602
8000000,20,0,0,1.794325777,1.334528132,0.459793315
8000000,25,0,0,1.7124312590000001,1.2533599579999999,0.459066841
8000000,30,0,0,1.9450463390000001,1.485290396,0.459751393
8000000,35,0,0,1.748071048,1.2889405329999999,0.459126055
8000000,40,0,0,1.746861262,1.2851799019999999,0.46167769
8000000,45,0,0,1.788206412,1.324833968,0.463368174
8000000,50,0,0,1.8418554230000002,1.375432585,0.466418158
8000000,55,0,0,2.148387635,1.6868159390000002,0.461567596
8000000,60,0,0,2.048337063,1.5871791929999999,0.46115435
8000000,65,0,0,1.77284716,1.3061952749999999,0.466647405
8000000,70,0,0,1.7904199589999998,1.328938438,0.461477141
8000000,75,0,0,1.810309045,1.346388895,0.46391596
8000000,80,0,0,1.8206942320000001,1.358599152,0.46209073
8000000,85,0,0,1.8448267980000002,1.381276503,0.463545755
8000000,90,0,0,1.815506596,1.35375998,0.461742626
8000000,95,0,0,1.869966978,1.393391495,0.476571103
8000000,100,0,0,1.857450671,1.395473412,0.461972859
9000000,5,0,0,1.939399242,1.423561334,0.515834238
9000000,10,0,0,1.815579129,1.3009805349999999,0.514594474
9000000,15,0,0,1.938881822,1.423469496,0.515407867
9000000,20,0,0,1.833274919,1.317826444,0.515444075
9000000,25,0,0,1.877344612,1.360875935,0.516465147
9000000,30,0,0,2.116484109,1.595702414,0.520777065
9000000,35,0,0,1.911173288,1.389950027,0.521219481
9000000,40,0,0,1.935746184,1.416965427,0.518776897
9000000,45,0,0,1.952215281,1.434376219,0.517835412
9000000,50,0,0,2.010015668,1.489288247,0.520723371
9000000,55,0,0,2.177753764,1.65835314,0.519396594
9000000,60,0,0,2.233401238,1.711419778,0.52197716
9000000,65,0,0,2.299810427,1.78014203,0.519664218
9000000,70,0,0,1.984796141,1.464529176,0.520262665
9000000,75,0,0,2.008725572,1.488935033,0.519787269
9000000,80,0,0,2.023948754,1.502974825,0.520970019
9000000,85,0,0,2.04030746,1.51978038,0.52052199
9000000,90,0,0,2.017552351,1.496467126,0.521080845
9000000,95,0,0,2.046780962,1.5259712539999999,0.520805938
9000000,100,0,0,2.062938963,1.543056046,0.519878587
10000000,5,0,0,2.143155546,1.556639691,0.586511975
10000000,10,0,0,2.071882152,1.499120446,0.572757576
10000000,15,0,0,2.174352955,1.598936138,0.575412587
10000000,20,0,0,2.005195706,1.4295251310000001,0.575666685
10000000,25,0,0,2.071854644,1.495598882,0.576251762
10000000,30,0,0,2.268355285,1.679054255,0.58929679
10000000,35,0,0,2.423951337,1.847407809,0.576539478
