Total Items,Buckets,Removed,Escalated,Time Elapsed,Time to Send,Time to Receive
5000000,95,0,0,1.02116854,0.7325535,0.28861452
5000000,100,0,0,1.026939047,0.736553032,0.290385445
6000000,5,0,0,1.150205161,0.804841564,0.345362847
6000000,10,0,0,1.22335467,0.877619627,0.345734453
6000000,15,0,0,1.121252755,0.776793501,0.344458424
6000000,20,0,0,1.254137613,0.908473749,0.345662854
6000000,25,0,0,1.072295564,0.724811883,0.347483001
6000000,30,0,0,1.155200638,0.808659894,0.346540094
6000000,35,0,0,1.256393426,0.908990842,0.347401924
6000000,40,0,0,1.38248134,1.035283638,0.347197122
6000000,45,0,0,1.4372678749999999,1.087994326,0.349272869
6000000,50,0,0,1.235671851,0.888146747,0.347524404
6000000,55,0,0,1.269010354,0.921285243,0.347724431
6000000,60,0,0,1.2890554220000001,0.940125201,0.348929451
6000000,65,0,0,1.316043518,0.968613324,0.347429434
6000000,70,0,0,1.34206347,0.993040376,0.349022504
6000000,75,0,0,1.367627534,1.018926794,0.3486998
6000000,80,0,0,1.3723429409999999,1.025560233,0.346782118
6000000,85,0,0,1.3962596440000001,1.04971603,0.346542974
6000000,90,0,0,1.419178439,1.071386421,0.347791498
6000000,95,0,0,1.204016578,0.855489669,0.348526359
6000000,100,0,0,1.232556897,0.877838161,0.354718016
7000000,5,0,0,1.354937799,0.95315794,0.401779109
7000000,10,0,0,1.42338905,1.01624733,0.4071411
7000000,15,0,0,1.296805807,0.894871053,0.401934044
7000000,20,0,0,1.405539186,1.002316413,0.403222083
7000000,25,0,0,1.5144379159999999,1.106333675,0.408103591
7000000,30,0,0,1.3474914980000001,0.941457559,0.406033249
7000000,35,0,0,1.458732465,1.050039041,0.408692654
7000000,40,0,0,1.5413461499999999,1.136110269,0.405235191
7000000,45,0,0,1.611412821,1.202144062,0.409268049
7000000,50,0,0,1.673892403,1.268492267,0.405399536
7000000,55,0,0,1.455989987,1.051082739,0.404906578
7000000,60,0,0,1.481833531,1.0755503929999999,0.406282438
7000000,65,0,0,1.513225526,1.10653938,0.406685396
7000000,70,0,0,1.522915105,1.11623607,0.406678405
7000000,75,0,0,1.560444444,1.152851986,0.407591858
